"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"PSA"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"ACD ApKa"	"ACD BpKa"	"ACD LogP"	"ACD LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA Lipinski"	"HBD Lipinski"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL3989798"	"FORMOTEROL FUMARATE"	"ATIMOS MODULITE|BD 40A|CGP 25827A|EFORMOTEROL|FORADIL|FORADIL CERTIHALER|FORMOTEROL FUMARATE|FORMOTEROL FUMARATE DIHYDRATE|OXIS 12|OXIS 6|PERFOROMIST|Performist|YM-08316"	"Small molecule"	"4"	"840.92"	"0"	""	"2.22"	"90.82"	"5"	"4"	"0"	"9"	"N"	"0.41"	"8.95"	"1.82"	"2.03"	"0.37"	"2"	"MOL"	"0"	"25"	"6"	"4"	"0"	"344.1736"	"NEUTRAL"	"C42H56N4O14"	"O.O.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc3ccc(CC(C)NCC(O)c4ccc(O)c(NC=O)c4)cc3.OC(=O)\C=C\C(=O)O"
"CHEMBL2108751"	"PECTIN"	"PECTIN"	"Unknown"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2106068"	"ATRASENTAN HYDROCHLORIDE"	"A-127722|A-147627.1|ABBOT-147627|ABT-627|ATRASENTAN HYDROCHLORIDE"	"Small molecule"	"3"	"547.09"	"0"	""	"4.69"	"88.54"	"6"	"1"	"1"	"12"	"N"	"0.44"	"3.49"	"6.89"	"5.15"	"2.16"	"2"	"MOL"	"0"	"37"	"8"	"1"	"1"	"510.273"	"ACID"	"C29H39ClN2O6"	"Cl.CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1c2ccc(OC)cc2)C(=O)O)c3ccc4OCOc4c3"
"CHEMBL3545347"	"TXA127"	"TXA127"	"Protein"	"2"	"899.02"	"0"	""	"-1.83"	"377.24"	"12"	"13"	"3"	"25"	"N"	"0.03"	"3.28"	"13.82"	"0.35"	"-2.39"	"2"	"BOTH"	"0"	"64"	"23"	"15"	"3"	"898.4661"	"ZWITTERION"	"C41H62N12O11"	"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N3CCC[C@H]3C(=O)O"
"CHEMBL1743080"	"TIGATUZUMAB"	"CS-1008|TIGATUZUMAB|TRA-8|Tigatuzumab"	"Antibody"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107885"	"RETEPLASE"	"BM 06.022|RAPILYSIN|RETEPLASE"	"Enzyme"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1743069"	"SIFALIMUMAB"	"MDX-1103|MEDI-545|SIFALIMUMAB"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1200331"	"FOSFOMYCIN TROMETHAMINE"	"FOSFOMYCIN TROMETHAMINE|MONUROL|Monuril|Z 1282"	"Small molecule"	"4"	"259.19"	"0"	""	"-0.09"	"70.06"	"2"	"2"	"0"	"1"	"N"	"0.39"	"3.2"	""	"-1.23"	"-5.04"	"0"	"MOL"	"0"	"8"	"4"	"2"	"0"	"138.0082"	"ACID"	"C7H18NO7P"	"C[C@@H]1O[C@@H]1P(=O)(O)[O-].[NH3+]C(CO)(CO)CO"
"CHEMBL1743023"	"FULRANUMAB"	"AMG-403|FULRANUMAB|JNJ-42160443"	"Antibody"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108693"	"SYRUP"	"SIMPLE SYRUP|SYRUP"	"Unknown"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545427"	"CM-082"	"CM-082"	"Small molecule"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2105681"	"SAPACITABINE"	"CS-682|CYC682|SAPACITABINE"	"Small molecule"	"3"	"490.65"	"0"	""	"4.05"	"137.47"	"8"	"3"	"0"	"17"	"N"	"0.28"	"10.04"	"3.54"	"5.1"	"5.09"	"1"	"MOL"	"0"	"35"	"9"	"3"	"0"	"490.3155"	"NEUTRAL"	"C26H42N4O5"	"CCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N"
"CHEMBL2106643"	"MYCOPHENOLATE SODIUM"	"ERL 080|MYCOPHENOLATE SOD|MYCOPHENOLATE SODIUM|MYFORTIC"	"Small molecule"	"4"	"342.32"	"0"	""	"2.73"	"93.06"	"5"	"2"	"0"	"6"	"N"	"0.62"	"4.71"	""	"3.84"	"1.17"	"1"	"MOL"	"0"	"23"	"6"	"2"	"0"	"320.126"	"ACID"	"C17H19NaO6"	"[Na+].COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)[O-]"
"CHEMBL1201584"	"ABCIXIMAB"	"ABCIXIMAB|C7E3|REOPRO"	"Antibody"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201509"	"GONADOTROPIN, CHORIONIC"	"A.P.L.|CHORAGON|CHORIONIC GONADOTROPHIN|CHORIONIC GONADOTROPIN|Equine Chorionic Gonadotropin|FOLLUTEIN|GONADOTRAPHON LH|GONADOTROPIN, CHORIONIC|Gonadotropin, chorionic|Human Chorionic Gonadotropin|PREGNYL|PROFASI|Profast|Progestyl"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201014"	"PREDNISOLONE SODIUM PHOSPHATE"	"CODELSOL|Cortisate|HYDELTRASOL|INFLAMASE FORTE|INFLAMASE MILD|Inflamase|METRETON|ORAPRED|ORAPRED ODT|PEDIAPRED|PREDAIR|PREDAIR FORTE|PREDNISOLONE SODIUM PHOSPHATE|PREDSOL|PREDSOL-N"	"Small molecule"	"4"	"484.39"	"0"	""	"1.67"	"141.36"	"6"	"4"	"0"	"4"	"N"	"0.48"	"1.67"	""	"-0.7"	"-5.04"	"0"	"MOL"	"0"	"30"	"8"	"4"	"0"	"440.16"	"ACID"	"C21H27Na2O8P"	"[Na+].[Na+].C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]"
"CHEMBL1743022"	"FRESOLIMUMAB"	"FRESOLIMUMAB|GC-1008"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108046"	"REMESTEMCEL-L"	"JR-0301|PROCHYMAL|REMESTEMCEL-L"	"Cell"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201564"	"INTERFERON GAMMA-1B"	"ACTIMMUNE|IMMUKIN|INTERFERON GAMMA|INTERFERON GAMMA-1B|INTERFERON GAMMA-2A|Interferon gama-1b"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109005"	"CASTOR OIL"	"CASTOR OIL|CASTOR OIL, AROMATIC|OLEUM RICINI"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3989509"	"PENTAZOCINE LACTATE"	"PENTAZOCINE LACTATE|TALWIN"	"Small molecule"	"4"	"375.51"	"0"	""	"3.88"	"23.47"	"2"	"1"	"0"	"2"	"N"	"0.83"	"10.1"	"8.94"	"4.15"	"2.61"	"1"	"MOL"	"0"	"21"	"2"	"1"	"0"	"285.2093"	"BASE"	"C22H33NO4"	"CC(O)C(=O)O.CC1C2Cc3ccc(O)cc3C1(C)CCN2CC=C(C)C"
"CHEMBL1200597"	"ETIDOCAINE HYDROCHLORIDE"	"DURANEST|ETIDOCAINE HYDROCHLORIDE|Etidocaine hydrochloride"	"Small molecule"	"4"	"312.89"	"0"	""	"3.75"	"32.34"	"2"	"1"	"0"	"7"	"N"	"0.82"	""	"8.07"	"3.57"	"3.16"	"1"	"MOL"	"0"	"20"	"3"	"1"	"0"	"276.2202"	"NEUTRAL"	"C17H29ClN2O"	"Cl.CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C"
"CHEMBL1738990"	"LEVOPROPOXYPHENE"	"LEVOPROPOXYPHENE"	"Small molecule"	"4"	"339.48"	"0"	""	"4.28"	"29.54"	"3"	"0"	"0"	"8"	"N"	"0.67"	""	"9.2"	"4.1"	"2.32"	"2"	"MOL"	"0"	"25"	"3"	"0"	"0"	"339.2198"	"BASE"	"C22H29NO2"	"CCC(=O)O[C@](Cc1ccccc1)([C@@H](C)CN(C)C)c2ccccc2"
"CHEMBL3040192"	"TIGAPOTIDE"	"TIGAPOTIDE"	"Protein"	"1"	"2039.17"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MOL"	"0"	""	""	""	""	"2037.739"	""	"C82H119N21O34S3"	"C[C@@H](O)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CSCNC(=O)C)NC(=O)[C@@H](NC(=O)[C@H](CSCNC(=O)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CSCNC(=O)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)O"
"CHEMBL2110674"	"HYALURONATE"	""	"Small molecule"	"3"	"381.33"	"0"	""	"-4.13"	"195.24"	"10"	"7"	"1"	"5"	"N"	"0.24"	"2.74"	""	"-2.46"	"-6.16"	"0"	"MOL"	"0"	"26"	"12"	"7"	"2"	"381.1271"	"ACID"	"C14H23NO11"	"CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2C(=O)O"
"CHEMBL2110948"	"POLDINE"	"POLDINE"	"Small molecule"	"4"	"340.44"	"0"	""	"2.7"	"46.53"	"3"	"1"	"0"	"5"	"N"	"0.67"	"11.22"	""	"-1.04"	"-1.04"	"2"	"MOL"	"0"	"25"	"4"	"1"	"0"	"340.1907"	"NEUTRAL"	"C21H26NO3+"	"C[N+]1(C)CCCC1COC(=O)C(O)(c2ccccc2)c3ccccc3"
"CHEMBL2108309"	"CUSTIRSEN"	"CUSTIRSEN"	"Oligonucleotide"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1743007"	"DARATUMUMAB"	"3003-005|DARATUMUMAB|HUMAX-CD38"	"Antibody"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3707328"	"GALCANEZUMAB"	"GALCANEZUMAB|LY2951742"	"Antibody"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109352"	"BL22"	"BL22|CAT-3888"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3989869"	"UMBRALISIB TOSYLATE"	"RP-5307|TGR-1202|UMBRALISIB TOSYLATE"	"Small molecule"	"3"	"743.76"	"0"	""	"6.66"	"109.06"	"8"	"1"	"2"	"6"	"N"	"0.24"	""	"3.79"	"6.46"	"6.46"	"6"	"MOL"	"0"	"42"	"8"	"2"	"2"	"571.1831"	"NEUTRAL"	"C38H32F3N5O6S"	"CC(C)Oc1ccc(cc1F)c2nn([C@@H](C)C3=C(C(=O)c4cc(F)ccc4O3)c5cccc(F)c5)c6ncnc(N)c26.Cc7ccc(cc7)S(=O)(=O)O"
"CHEMBL3833312"	"METHENAMINE MANDELATE"	"HEXAMETHYLENAMINE MANDELATE|HEXAMINE MANDELATE|HEXYDALINE|METHENAMINE MANDELATE|Mandelamine"	"Small molecule"	"4"	"292.34"	"0"	""	"-1.02"	"12.96"	"4"	"0"	"0"	"0"	"N"	"0.43"	""	"5.28"	"-0.17"	"-0.17"	"0"	"MOL"	"0"	"10"	"4"	"0"	"0"	"140.1062"	"NEUTRAL"	"C14H20N4O3"	"OC(C(=O)O)c1ccccc1.C2N3CN4CN(CN2C4)C3"
"CHEMBL2107703"	"FENTICONAZOLE NITRATE"	"FENTICONAZOLE NITRATE|GYNOXIN|LOMEXIN|REC 15/1476"	"Small molecule"	"4"	"518.42"	"0"	""	"7.3"	"27.05"	"4"	"0"	"1"	"8"	"N"	"0.28"	""	"6.68"	"4.73"	"4.65"	"4"	"MOL"	"0"	"30"	"3"	"0"	"1"	"454.0673"	"NEUTRAL"	"C24H21Cl2N3O4S"	"O[N+](=O)[O-].Clc1ccc(C(Cn2ccnc2)OCc3ccc(Sc4ccccc4)cc3)c(Cl)c1"
"CHEMBL2103858"	"NARONAPRIDE"	"ATI-7505|NARONAPRIDE"	"Small molecule"	"2"	"537.1"	"0"	""	"2.95"	"106.36"	"8"	"2"	"1"	"11"	"N"	"0.25"	"13.01"	"8.79"	"2.08"	"0.24"	"1"	"MOL"	"0"	"37"	"9"	"3"	"1"	"536.2765"	"BASE"	"C27H41ClN4O5"	"CO[C@H]1CN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)CC[C@H]1NC(=O)c4cc(Cl)c(N)cc4OC"
"CHEMBL2110633"	"CHOLESTYRAMINE RESIN"	"Cholestyramine"	"Small molecule"	"4"	"296.48"	"0"	""	"5.18"	"0"	"0"	"0"	"1"	"6"	"N"	"0.64"	""	""	"2.71"	"2.71"	"2"	"MOL"	"0"	"22"	"1"	"0"	"1"	"296.2373"	""	"C21H30N+"	"CCc1ccc(cc1)C(C)CCc2ccc(cc2)[N+](C)(C)C"
"CHEMBL2110753"	"ISEGANAN"	"ISEGANAN"	"Protein"	"3"	"1900.33"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"BOTH"	"0"	""	""	""	""	"1898.8749"	""	"C78H126N30O18S4"	"CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccccc4)C(=O)N2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N"
"CHEMBL3989478"	"THIETHYLPERAZINE MALEATE"	"GS-95|THIETHYLPERAZINE MALEATE|THIETYLPERAZINE MALEATE|Torecan"	"Small molecule"	"4"	"631.77"	"0"	""	"5.04"	"9.72"	"5"	"0"	"1"	"6"	"N"	"0.63"	""	"7.66"	"5.32"	"4.71"	"2"	"MOL"	"0"	"27"	"3"	"0"	"1"	"399.1803"	"NEUTRAL"	"C30H37N3O8S2"	"CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1.OC(=O)\C=C/C(=O)O.OC(=O)\C=C/C(=O)O"
"CHEMBL2105721"	"NIVOCASAN"	"GS-9450|LB84451|NIVOCASAN"	"Small molecule"	"2"	"415.42"	"0"	""	"1.84"	"110.11"	"7"	"2"	"0"	"5"	"N"	"0.72"	"10.21"	"2.43"	"1.32"	"1.32"	"2"	"MOL"	"0"	"30"	"8"	"2"	"0"	"415.1543"	"NEUTRAL"	"C21H22FN3O5"	"CC(C)[C@]1(CC(=NO1)c2nccc3ccccc23)C(=O)N[C@H]4CC(=O)O[C@]4(O)CF"
"CHEMBL1200673"	"XENON XE 127"	"127XE|XENON (127XE) GAS|XENON XE 127|XENON XE-127|Xenon (127Xe) Gas"	"Small molecule"	"4"	"126.91"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MOL"	"1"	""	""	""	""	"131.9042"	""	"Xe"	"[127Xe]"
"CHEMBL2104482"	"TUCARESOL"	"589C|TUCARESOL"	"Small molecule"	"2"	"272.26"	"0"	""	"2.48"	"83.83"	"4"	"2"	"0"	"5"	"N"	"0.82"	"4.17"	""	"2.75"	"-0.3"	"2"	"MOL"	"0"	"20"	"5"	"2"	"0"	"272.0685"	"ACID"	"C15H12O5"	"OC(=O)c1ccc(COc2cccc(O)c2C=O)cc1"
"CHEMBL585"	"TRIAMTERENE"	"DYRENIUM|DYTAC|SK&F 8542|SK-8542|TRIAMTERENE"	"Small molecule"	"4"	"253.27"	"205"	"2410"	"0.83"	"129.62"	"7"	"3"	"0"	"1"	"N"	"0.59"	""	"6.19"	"1.16"	"1.12"	"3"	"MOL"	"0"	"19"	"7"	"6"	"1"	"253.1076"	"NEUTRAL"	"C12H11N7"	"Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3"
"CHEMBL553"	"ERLOTINIB"	"CP-358774|ERLOTINIB|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231|TARCEVA"	"Small molecule"	"4"	"393.44"	"1134"	"3449"	"3.41"	"74.73"	"7"	"1"	"0"	"10"	"N"	"0.42"	""	"5.32"	"3.03"	"3.03"	"3"	"MOL"	"0"	"29"	"7"	"1"	"0"	"393.1689"	"NEUTRAL"	"C22H23N3O4"	"COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC"
"CHEMBL1726"	"NISOLDIPINE"	"BAY K 5552|NISOLDIPINE|SULAR|SYSCOR MR 10|SYSCOR MR 20|SYSCOR MR 30"	"Small molecule"	"4"	"388.42"	"138"	"846"	"3.2"	"107.77"	"7"	"1"	"0"	"6"	"N"	"0.45"	""	"2.67"	"4.96"	"4.96"	"1"	"MOL"	"0"	"28"	"8"	"1"	"0"	"388.1634"	"NEUTRAL"	"C20H24N2O6"	"COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C"
"CHEMBL306280"	"DIFLOMOTECAN"	"DIFLOMOTECAN|Diflomotecan"	"Small molecule"	"2"	"398.37"	"4"	"6"	"2.75"	"81.42"	"6"	"1"	"0"	"1"	"N"	"0.5"	"12.22"	"3.02"	"0.08"	"0.08"	"3"	"MOL"	"0"	"29"	"6"	"1"	"0"	"398.1078"	"NEUTRAL"	"C21H16F2N2O4"	"CC[C@@]1(O)CC(=O)OCC2=C1C=C3N(Cc4cc5cc(F)c(F)cc5nc34)C2=O"
"CHEMBL376488"	"BEDAQUILINE"	"BEDAQUILINE|R-207910|SIRTURO|TMC207"	"Small molecule"	"4"	"555.52"	"38"	"303"	"7.13"	"45.59"	"4"	"1"	"2"	"8"	"N"	"0.22"	"13.05"	"9.31"	"7.71"	"6.17"	"5"	"MOL"	"0"	"37"	"4"	"1"	"2"	"554.1569"	"BASE"	"C32H31BrN2O2"	"COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45"
"CHEMBL1371770"	"PIRIBEDIL"	"ET-495|EU-4200|PIRIBEDIL|TRIVASTAL|TRIVASTAL LP"	"Small molecule"	"4"	"298.35"	"25"	"72"	"1.53"	"50.72"	"6"	"0"	"0"	"3"	"N"	"0.86"	""	"6.07"	"2.43"	"2.42"	"2"	"MOL"	"0"	"22"	"6"	"0"	"0"	"298.143"	"NEUTRAL"	"C16H18N4O2"	"C(N1CCN(CC1)c2ncccn2)c3ccc4OCOc4c3"
"CHEMBL269732"	"TACROLIMUS"	"FK-506|FR-900506|Prograf|Protopic|TACROLIMUS"	"Small molecule"	"4"	"804.03"	"155"	"939"	"4.64"	"178.36"	"12"	"3"	"2"	"7"	"N"	"0.18"	"9.96"	""	"4.79"	"4.78"	"0"	"MOL"	"0"	"57"	"13"	"3"	"2"	"803.482"	"NEUTRAL"	"C44H69NO12"	"CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC"
"CHEMBL1783282"	"AZD7325"	"AZD7325"	"Small molecule"	"2"	"354.39"	"5"	"6"	"3.17"	"90.13"	"5"	"2"	"0"	"5"	"N"	"0.73"	"11.72"	"3.99"	"4.09"	"4.09"	"3"	"MOL"	"0"	"26"	"6"	"3"	"0"	"354.1492"	"NEUTRAL"	"C19H19FN4O2"	"CCCNC(=O)c1nnc2c(cccc2c1N)c3c(F)cccc3OC"
"CHEMBL2178577"	"AZD-5363"	"AZD-5363|AZD-5672"	"Small molecule"	"2"	"638.84"	"2"	"2"	"5"	"91.83"	"6"	"0"	"2"	"11"	"N"	"0.34"	""	"8.75"	"2.94"	"1.97"	"2"	"MOL"	"0"	"43"	"7"	"0"	"2"	"638.266"	"BASE"	"C32H44F2N2O5S2"	"CCN(C1CCN(CC[C@H](C2CCC(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C"
"CHEMBL861"	"MEPHENYTOIN"	"MEPHENYTOIN|MESANTOIN|METHOIN"	"Small molecule"	"4"	"218.26"	"30"	"57"	"1.47"	"49.41"	"2"	"1"	"0"	"2"	"Y"	"0.76"	"8.07"	""	"1.44"	"1.36"	"1"	"MOL"	"0"	"16"	"4"	"1"	"0"	"218.1055"	"NEUTRAL"	"C12H14N2O2"	"CCC1(NC(=O)N(C)C1=O)c2ccccc2"
"CHEMBL1261"	"CITRIC ACID"	"CITRIC ACID|Citric Acid|E330|Urologic G"	"Small molecule"	"4"	"192.12"	"135"	"587"	"-1.25"	"132.13"	"4"	"4"	"0"	"5"	"N"	"0.43"	"2.93"	""	"-1.2"	"-6.93"	"0"	"MOL"	"0"	"13"	"7"	"4"	"0"	"192.027"	"ACID"	"C6H8O7"	"OC(=O)CC(O)(CC(=O)O)C(=O)O"
"CHEMBL2023349"	"R428"	"BGB-324|CS-1046|HY-15150|KB-80319|QC-11751|R-428|SYN1131|W-5845"	"Small molecule"	"2"	"506.66"	"1"	"1"	"4.88"	"97.78"	"8"	"2"	"1"	"4"	"N"	"0.38"	""	"10.34"	"5.49"	"2.81"	"4"	"MOL"	"0"	"38"	"8"	"3"	"1"	"506.2906"	"BASE"	"C30H34N8"	"Nc1nc(Nc2ccc3CCC(CCc3c2)N4CCCC4)nn1c5cc6CCCc7ccccc7c6nn5"
"CHEMBL65794"	"CEFPIROME"	"CEFPIROME"	"Small molecule"	"4"	"514.59"	"41"	"277"	"-1.04"	"153.92"	"10"	"2"	"1"	"7"	"N"	"0.21"	"2.43"	"1.7"	"-2.08"	"-1.53"	"2"	"MOL"	"0"	"35"	"11"	"3"	"2"	"514.1093"	"ACID"	"C22H22N6O5S2"	"CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3cccc4CCCc34)\c5csc(N)n5"
"CHEMBL1202"	"CIPROFLOXACIN HYDROCHLORIDE"	"BAY O 9867 MONOHYDRATE|BAY-O-9867|CETRAXAL|CILOXAN|CIPRO|CIPROFLOXACIN HYDROCHLORIDE|PROQUIN|PROQUIN XR"	"Small molecule"	"4"	"367.81"	"22"	"134"	"1.58"	"74.57"	"5"	"2"	"0"	"3"	"N"	"0.89"	"6.43"	"8.68"	"1.62"	"-0.29"	"2"	"MOL"	"0"	"24"	"6"	"2"	"0"	"331.1332"	"ZWITTERION"	"C17H19ClFN3O3"	"Cl.OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O"
"CHEMBL2110816"	"BUTRIPTYLINE"	"BUTRIPTYLINE|EVADENE|EVADYNE"	"Small molecule"	"4"	"293.45"	"1"	"17"	"4.5"	"3.24"	"1"	"0"	"0"	"4"	"N"	"0.8"	""	"9.5"	"5.3"	"3.24"	"2"	"MOL"	"0"	"22"	"1"	"0"	"0"	"293.2143"	"BASE"	"C21H27N"	"CC(CC1c2ccccc2CCc3ccccc13)CN(C)C"
"CHEMBL222813"	"ZANAMIVIR"	"GG167|GR 121167X|GR-121167|RELENZA|Relenza|ZANAMIVIR"	"Small molecule"	"4"	"332.31"	"35"	"685"	"-3.58"	"198.22"	"7"	"8"	"1"	"6"	"N"	"0.18"	"3.82"	"11.26"	"-1.86"	"-4.36"	"0"	"MOL"	"0"	"23"	"11"	"9"	"2"	"332.1332"	"ZWITTERION"	"C12H20N4O7"	"CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O"
"CHEMBL439849"	"VILAZODONE"	"EMD 515259|VILAZODONE|Vilazodone"	"Small molecule"	"4"	"441.54"	"23"	"27"	"4.03"	"102.29"	"5"	"2"	"0"	"7"	"N"	"0.42"	""	""	"2.59"	""	"4"	"MOL"	"0"	"33"	"7"	"3"	"0"	"441.2165"	"NEUTRAL"	"C26H27N5O2"	"NC(=O)c1oc2ccc(cc2c1)N3CCN(CCCCc4c[nH]c5ccc(cc45)C#N)CC3"
"CHEMBL517"	"DISOPYRAMIDE"	"DISOPYRAMIDE|Disopyramide|Norpace|SC-7031"	"Small molecule"	"4"	"339.48"	"49"	"1623"	"3.36"	"59.22"	"3"	"1"	"0"	"8"	"N"	"0.8"	""	"10.1"	"2.33"	"-0.07"	"2"	"MOL"	"0"	"25"	"4"	"2"	"0"	"339.2311"	"BASE"	"C21H29N3O"	"CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C"
"CHEMBL1528839"	"PHENFORMIN HYDROCHLORIDE"	"DBI|DIBOTIN S.R.|PHENFORMIN HYDROCHLORIDE"	"Small molecule"	"4"	"241.73"	"17"	"43"	"0.24"	"97.78"	"2"	"5"	"0"	"3"	"N"	"0.36"	""	"12.15"	"-0.64"	"-2.63"	"1"	"MOL"	"0"	"15"	"5"	"6"	"1"	"205.1327"	"BASE"	"C10H16ClN5"	"Cl.NC(=N)NC(=N)NCCc1ccccc1"
